SKU,NAME,ID,pif1,pif2,pif3,pif4,pif5,pif6,pif7,pif8,pif9
AYP-6010-004,Replacement Motor for Duramac 120V Booster Pump,6902,https://www.primosupply.com/images/AY_MCDONALD_LOGO.JPG,,,,,,,,
AYP-6010-009,Replacement Controller for DURAMAC 120V Booster Pump,6903,https://www.primosupply.com/images/AYP-6010-009.jpg,,,,,,,,
AYP-6010-010,Replacement Controller for DURAMAC 230V 15000PC2 Series Pump,6904,https://www.primosupply.com/images/6010-010_clipped_rev_1.jpeg,,,,,,,,
AYP-6010-011,Replacement Motor for Duramac 230V Booster Pump,6905,https://www.primosupply.com/images/AYP-6010-011.jpg,,,,,,,,
AYP-6010-026,Transducer for Duramac Booster Pumps,6906,https://www.primosupply.com/images/AY_MCDONALD_LOGO.JPG,,,,,,,,
AYP-6010-027,"1"" Checkvalve for Duramac Booster Pumps                                                                                 ",6907,https://www.primosupply.com/images/AYP-6010-027.jpg,,,,,,,,
AYP-6010-028,"Pressure Gauge For Duramac Pump 2"" x 100 psi                                                                            ",6908,https://www.primosupply.com/images/AYP-6010-028.jpg,,,,,,,,
AYP-6010-554,Seal Kit for Duramac 20-35 gpm Booster Pumps,6909,https://www.primosupply.com/images/AY_MCDONALD_LOGO.JPG,,,,,,,,
AYP-6010-555,Seal Kit for Duramac 70 gpm Booster Pumps,6910,https://www.primosupply.com/images/AY_MCDONALD_LOGO.JPG,,,,,,,,
AYP-6011-009,Replacement Controller for DURAMAC 230V Booster Pump,6911,https://www.primosupply.com/images/AY_MCDONALD_LOGO.JPG,,,,,,,,
BBQ-GL-CI,Cast Iron Grate Lifter for BBQ Grills,6912,https://www.primosupply.com/images/BBQ-GL-CI.jpg,https://www.primosupply.com/images/BBQ-GL-CI.jpg,,,,,,,
BBQ-MC-PTT-BLK,Premium Talon Tipped Meat Claws BLACK,6913,https://www.primosupply.com/images/BBQ-MC-PTT-BLK%20no%20box.jpg,https://www.primosupply.com/images/BBQ-MC-PTT-BLK.jpg,https://www.primosupply.com/images/BBQ-MC-PTT-BLK%20no%20box.jpg,,,,,,
BBQ-PRRTS,Pepper Roasting Rack Tool Set with Jalapeno Grill Rack & Pepper Corer,6914,https://www.primosupply.com/images/BBQ-PRRTS.jpg,https://www.primosupply.com/images/BBQ-PRRTS.jpg,https://www.primosupply.com/images/BBQ-PRRTS%20box.jpg,,,,,,
BBQ-PTFF-17-RH,"Pigtail Food Flipper, 17"" Right Handed                                                                                  ",6915,https://www.primosupply.com/images/BBQ-PTFF.jpg,https://www.primosupply.com/images/BBQ-PTFF.jpg,,,,,,,
BBQ-SB-MAX-SS,"Smoker Box, Maximum Capacity SS                                                                                         ",6916,https://www.primosupply.com/images/BBQ-SB-MAX-SS.jpg,https://www.primosupply.com/images/BBQ-SB-MAX-SS.jpg,,,,,,,
BGV-BH1.5-R,"Brandguard Vent, Block Hole ""Fireplugs"" 1.5"" Retrofit                                                                   ",6917,https://www.primosupply.com/images/BGV%20Block%20Hole.jpg,,,,,,,,
BGV-BH2-R,"Brandguard Vent, Block Hole ""Fireplugs"" 2"" Retrofit                                                                     ",6918,https://www.primosupply.com/images/BGV%20Block%20Hole.jpg,,,,,,,,
BGV-BH3-R,"Brandguard Vent, Block Hole ""Fireplugs"" 3"" Retrofit                                                                     ",8992,https://www.primosupply.com/images/BGV%20Block%20Hole.jpg,,,,,,,,
BGV-CS02120-FB,"Brandguard Vent, Continuous Soffit 120"" x 2"" Back Flange                                                                ",9011,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS02120-FF,"Brandguard Vent, Continuous Soffit 120"" x 2"" Front Flange                                                               ",9012,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS02120-H,"Brandguard Vent, Continuous Soffit 120"" x 2"" Hardie Board Flange                                                        ",6919,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS02120-PG,"Brandguard Vent, Continuous Soffit 120"" x 2"" Plaster Ground Flange                                                      ",6920,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS02120-R,"Brandguard Vent, Continuous Soffit 120"" x 2"" Retrofit                                                                   ",6921,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS03120-EB,"Brandguard Vent, Contiuous Soffit 120"" x 3"" Ears Back                                                                   ",6922,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS03120-EF,"Brandguard Vent, Contiuous Soffit 120"" x 3"" Ears Front                                                                  ",6923,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS03120-FB,"Brandguard Vent, Contiuous Soffit 120"" x 3"" Back Flange                                                                 ",6924,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS03120-FF,"Brandguard Vent, Contiuous Soffit 120"" x 3"" Front Flange                                                                ",6925,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS03120-H,"Brandguard Vent, Contiuous Soffit 120"" x 3"" Hardie Board Flange                                                         ",6926,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS03120-PG,"Brandguard Vent, Contiuous Soffit 120"" x 3"" Plaster Ground Flange                                                       ",6927,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS03120-R,"Brandguard Vent, Contiuous Soffit 120"" x 3"" Retrofit                                                                    ",6928,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS2011-FF,"Brandguard Vent, Removeable Balcony 60"" x 4"" Front Flange                                                               ",6929,https://www.primosupply.com/images/BGV-Removeable.jpg,https://www.primosupply.com/images/BGV-removeable%20specs.jpg,,,,,,,
BGV-CS2011-PG,"Brandguard Vent, Removeable Balcony 60 x 4 Stucco/Plaster                                                               ",6930,https://www.primosupply.com/images/BGV-Removeable.jpg,https://www.primosupply.com/images/BGV-removeable%20specs.jpg,,,,,,,
BGV-CS2021-FF,"Brandguard Vent, Removeable Balcony 60 x 6 Front Flange                                                                 ",6931,https://www.primosupply.com/images/BGV-Removeable%2060x6.jpg,,,,,,,,
BGV-CS2021-PG,"Brandguard Vent, Removeable Balcony 60"" x 6"" Stucco/Plaster                                                             ",6932,https://www.primosupply.com/images/BGV-Removeable%2060x6.jpg,,,,,,,,
BGV-CS55120-EB,"Brandguard Vent, Continuous Soffit 120"" x 5.5"" Ears Back                                                                ",6933,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS55120-EF,"Brandguard Vent, Continuous Soffit 120"" x 5.5"" Ears Front                                                               ",6934,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS55120-FB,"Brandguard Vent, Continuous Soffit 120"" x 5.5"" Back Flange                                                              ",6935,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS55120-FF,"Brandguard Vent, Continuous Soffit 120"" x 5.5"" Front Flange                                                             ",6936,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS55120-H,"Brandguard Vent, Continuous Soffit 120"" x 5.5"" Hardie Board Flange                                                      ",6937,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS55120-PG,"Brandguard Vent, Continuous Soffit 120"" x 5.5"" Plaster Ground Flange                                                    ",6938,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-CS55120-R,"Brandguard Vent, Continuous Soffit 120"" x 5.5"" Retrofit                                                                 ",6939,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-DV0918-R,"Brandguard Vent, Dormer 9"" x 18"" Retrofit                                                                               ",6940,https://www.primosupply.com/images/BGV-DORMER.JPG,,,,,,,,
BGV-DV0918-S,"Brandguard Vent, Dormer 9"" x 18"" Standard                                                                               ",6941,https://www.primosupply.com/images/BGV-DORMER.JPG,,,,,,,,
BGV-DV0918-SA,"Brandguard Vent, Dormer 9"" x 18"" Soft Aluminum                                                                          ",6942,https://www.primosupply.com/images/BGV-DORMER.JPG,,,,,,,,
BGV-DV1224-R,"Brandguard Vent, Dormer 12""H x 24""W Retrofit                                                                            ",6943,https://www.primosupply.com/images/bgv.dormer_vent.jpg,,,,,,,,
BGV-DV1224-S,"Brandguard Vent, Dormer 12""H x 24""W Standard                                                                            ",6944,https://www.primosupply.com/images/bgv.dormer_vent.jpg,,,,,,,,
BGV-DV1224-SA,"Brandguard Vent, Dormer 12""H x 24""W Soft Aluminum                                                                       ",6945,https://www.primosupply.com/images/bgv.dormer_vent.jpg,,,,,,,,
BGV-F1406-FB,"Brandguard Vent, Foundation 14"" x 6"" Back Flange                                                                        ",6946,https://www.primosupply.com/images/bgv.foundation_vent.jpg,,,,,,,,
BGV-F1406-FF,"Brandguard Vent, Foundation 14"" x 6"" Front Flange                                                                       ",6947,https://www.primosupply.com/images/BGV%20FOUNDATION.JPG,,,,,,,,
BGV-F1406-H,"Brandguard Vent, Foundation 14"" x 6"" Hardie Board Flange                                                                ",6948,https://www.primosupply.com/images/bgv.foundation_vent.jpg,,,,,,,,
BGV-F1406-PG,"Brandguard Vent, Foundation 14"" x 6"" Plaster Ground Flange                                                              ",6949,https://www.primosupply.com/images/bgv.foundation_vent.jpg,,,,,,,,
BGV-F1406-R,"Brandguard Vent, Foundation 14"" x 6"" Retrofit                                                                           ",6950,https://www.primosupply.com/images/bgv.foundation_vent.jpg,,,,,,,,
BGV-F1608-FB,"Brandguard Vent, Foundation 14"" x 8"" Back Flange                                                                        ",6951,https://www.primosupply.com/images/bgv.foundation_vent.jpg,,,,,,,,
BGV-F1608-FF,"Brandguard Vent, Foundation 14"" x 8"" Front Flange                                                                       ",6952,https://www.primosupply.com/images/bgv.foundation_vent.jpg,,,,,,,,
BGV-F1608-H,"Brandguard Vent, Foundation 14"" x 8"" Hardie Board Flange                                                                ",6953,https://www.primosupply.com/images/bgv.foundation_vent.jpg,,,,,,,,
BGV-F1608-PG,"Brandguard Vent, Foundation 14"" x 8"" Plaster Ground                                                                     ",6954,https://www.primosupply.com/images/bgv.foundation_vent.jpg,,,,,,,,
BGV-F1608-R,"Brandguard Vent, Foundation 14"" x 8"" Retrofit                                                                           ",6955,https://www.primosupply.com/images/bgv.foundation_vent.jpg,,,,,,,,
BGV-GE1212-FB,"Brandguard Vent, Gable End 12"" x 12"" Back Flange                                                                        ",6956,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE1212-FF,"Brandguard Vent, Gable End 12"" x 12"" Front Flange                                                                       ",6957,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE1212-H,"Brandguard Vent, Gable End 12"" x 12"" Hardie Board Flange                                                                ",6958,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE1212-PG,"Brandguard Vent, Gable End 12"" x 12"" Plaster Ground Flange                                                              ",6959,https://www.primosupply.com/images/bgv.gable_end_vent.jpg,,,,,,,,
BGV-GE1212-R,"Brandguard Vent, Gable End 12"" x 12"" Retrofit                                                                           ",6960,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE1218-FB,"Brandguard Vent, Gable End 12"" x 18"" Back Flange                                                                        ",6961,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE1218-FF,"Brandguard Vent, Gable End 12"" x 18"" Back Flange                                                                        ",6962,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE1218-H,"Brandguard Vent, Gable End 12"" x 18"" Hardie Board Flange                                                                ",6963,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE1218-PG,"Brandguard Vent, Gable End 12"" x 18"" Plaster Ground Flange                                                              ",6964,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE1218-R,"Brandguard Vent, Gable End 12"" x 18"" Retrofit                                                                           ",6965,https://www.primosupply.com/images/BGV.LOGO.JPG,,,,,,,,
BGV-GE1418-FB,"Brandguard Vent, Gable End 14"" x 18"" Back Flange                                                                        ",6966,https://www.primosupply.com/images/bgv.gable_end_vent.jpg,,,,,,,,
BGV-GE1418-FF,"Brandguard Vent, Gable End 14"" x 18"" Front Flange                                                                       ",6967,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE1418-H,"Brandguard Vent, Gable End 14"" x 18"" Hardie Board Flange                                                                ",6968,https://www.primosupply.com/images/bgv.gable_end_vent.jpg,,,,,,,,
BGV-GE1418-PG,"Brandguard Vent, Gable End 14"" x 18"" Plaster Ground Flange                                                              ",6969,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE1418-R,"Brandguard Vent, Gable End 14"" x 18"" Retrofit                                                                           ",6970,https://www.primosupply.com/images/bgv.gable_end_vent.jpg,,,,,,,,
BGV-GE1424-FB,"Brandguard Vent, Gable End 14"" x 24"" Back Flange                                                                        ",6971,https://www.primosupply.com/images/bgv.gable_end_vent.jpg,,,,,,,,
BGV-GE1424-FF,"Brandguard Vent, Gable End 14"" x 24"" Front Flange                                                                       ",6972,https://www.primosupply.com/images/bgv.gable_end_vent.jpg,,,,,,,,
BGV-GE1424-H,"Brandguard Vent, Gable End 14"" x 24"" Hardie Board Flange                                                                ",6973,https://www.primosupply.com/images/bgv.gable_end_vent.jpg,,,,,,,,
BGV-GE1424-PG,"Brandguard Vent, Gable End 14"" x 24"" Plaster Ground Flange                                                              ",6974,https://www.primosupply.com/images/bgv.gable_end_vent.jpg,,,,,,,,
BGV-GE1424-R,"Brandguard Vent, Gable End 14"" x 24"" Retrofit                                                                           ",6975,https://www.primosupply.com/images/bgv.gable_end_vent.jpg,,,,,,,,
BGV-GE1824-FB,"Brandguard Vents, Gable End 18"" x 24"" Back Flange                                                                       ",6976,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE1824-FF,"Brandguard Vents, Gable End 18"" x 24"" Front Flange                                                                      ",6977,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE1824-H,"Brandguard Vents, Gable End 18"" x 24"" Hardie Board Flange                                                               ",6978,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE1824-PG,"Brandguard Vents, Gable End 18"" x 24"" Plaster Ground Flange                                                             ",6979,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE1824-R,"Brandguard Vents, Gable End 18"" x 24"" Retrofit                                                                          ",6980,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE2230-FB,"Brandguard Vents, Gable End 22"" x 30"" Back Flange                                                                       ",6981,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE2230-FF,"Brandguard Vents, Gable End 22"" x 30"" Front Flange                                                                      ",6982,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE2230-H,"Brandguard Vents, Gable End 22"" x 30"" Hardie Board Flange                                                               ",6983,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE2230-PG,"Brandguard Vents, Gable End 22"" x 30"" Plaster Ground Flange                                                             ",6984,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-GE2230-R,"Brandguard Vents, Gable End 22"" x 30"" Retrofit                                                                          ",6985,https://www.primosupply.com/images/BGV-GABLE.JPG,,,,,,,,
BGV-SB1212,"Brandguard Vent, Sub Base 12"" x 12"" W/ 3"" Flange All Sides                                                              ",6986,https://www.primosupply.com/images/Sub%20Base.jpg,,,,,,,,
BGV-SB1616,"Brandguard Vent, Sub Base 16"" x 16"" W/ 3"" Flange All Sides                                                              ",6987,https://www.primosupply.com/images/Sub%20Base.jpg,,,,,,,,
BGV-UES1405-EB,"Brandguard Vent, Under Eave/Soffitt 14"" x 5"" Ears Back                                                                  ",6988,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-UES1405-EF,"Brandguard Vent, Under Eave/Soffitt 14"" x 5"" Ears Front                                                                 ",6989,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-UES1405-FB,"Brandguard Vent, Under Eave/Soffitt 14"" x 5"" Back Flange                                                                ",6990,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-UES1405-FF,"Brandguard Vent,  Under Eave/Soffitt 14"" x 5"" Front Flange                                                              ",6991,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-UES1405-H,"Brandguard Vent, Under Eave/Soffitt 14"" x 5"" Hardie Board                                                               ",6992,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-UES1405-PG,"Brandguard Vent, Under Eave/Soffitt 14"" x 5"" Plaster Ground                                                             ",6993,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-UES1405-R,"Brandguard Vent, Under Eave/Soffit 14"" x 5"" Retrofit                                                                    ",6994,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-UES1435-EB,"Brandguard Vent, Under Eave/Soffit 14"" x 3.5"" Ears Back                                                                 ",6995,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES1435-EF,"Brandguard Vent, Under Eave/Soffit 14"" x 3.5"" Ears Front                                                                ",6996,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES1435-FB,"Brandguard Vent, Under Eave/Soffit 14"" x 3.5"" Back Flange                                                               ",6997,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES1435-FF,"Brandguard Vent, Under Eave/Soffit 14"" x 3.5"" Front Flange                                                              ",6998,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES1435-H,"Brandguard Vent, Under Eave/Soffit 14"" x 3.5"" Hardie Board Flange                                                       ",6999,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES1435-PG,"Brandguard Vent, Under Eave/Soffit 14"" x 3.5"" Plaster Ground Flange                                                     ",7000,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES1435-R,"Brandguard Vent, Under Eave/Soffit 14"" x 3.5"" Retrofit                                                                  ",7001,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-UES2203-EB,"Brandguard Vent, Under Eave/Soffit 22"" x 3"" Ears Back                                                                   ",7002,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2203-EF,"Brandguard Vent, Under Eave/Soffit 22"" x 3"" Ears Front                                                                  ",7003,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2203-FB,"Brandguard Vent, Under Eave/Soffit 22"" x 3"" Back Flange                                                                 ",7004,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2203-FF,"Brandguard Vent, Under Eave/Soffit 22"" x 3"" Retrofit                                                                    ",7005,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2203-H,"Brandguard Vent, Under Eave/Soffit 22"" x 3"" Hardie Board                                                                ",7006,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2203-PG,"Brandguard Vent, Under Eave/Soffit 22"" x 3"" Plaster Ground Flange                                                       ",7007,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2203-R,"Brandguard Vent, Under Eave/Soffit 22"" x 3"" Retrofit                                                                    ",7008,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-UES2235-EB,"Brandguard Vent, Under Eave 22"" x 3.5"" Ears Back                                                                        ",7009,https://www.primosupply.com/images/Brandguard%20Eave-Soffit%20Vent.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2235-EF,"Brandguard Vent, Under Eave 22"" x 3.5"" Ears Front                                                                       ",7010,https://www.primosupply.com/images/Brandguard%20Eave-Soffit%20Vent.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2235-FB,"Brandguard Vent, Under Eave 22"" x 3.5"" Back Flange                                                                      ",7011,https://www.primosupply.com/images/Brandguard%20Eave-Soffit%20Vent.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2235-FF,"Brandguard Vent, Under Eave 22"" x 3.5"" Front Flange                                                                     ",7012,https://www.primosupply.com/images/Brandguard%20Eave-Soffit%20Vent.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2235-H,"Brandguard Vent, Under Eave 22"" x 3.5"" Hardie Board Flange                                                              ",7013,https://www.primosupply.com/images/Brandguard%20Eave-Soffit%20Vent.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2235-PG,"Brandguard Vent, Under Eave 22"" x 3.5"" Plaster Ground Flange                                                            ",7014,https://www.primosupply.com/images/Brandguard%20Eave-Soffit%20Vent.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2235-R,"Brandguard Vent, Under Eave 22"" x 3.5"" Retrofit                                                                         ",7015,https://www.primosupply.com/images/bgv.under_eve_vents.jpg,,,,,,,,
BGV-UES2255-EB,"Brandguard Vent, Under Eave/Soffit 22"" x 5.5"" Ears Back                                                                 ",7016,https://www.primosupply.com/images/Brandguard%20Eave-Soffit%20Vent.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2255-EF,"Brandguard Vent, Under Eave/Soffit  22"" x 5.5"" Ears Front                                                               ",7017,https://www.primosupply.com/images/Brandguard%20Eave-Soffit%20Vent.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2255-FB,"Brandguard Vent, Under Eave/Soffit  22"" x 5.5"" Back Flange                                                              ",7018,https://www.primosupply.com/images/Brandguard%20Eave-Soffit%20Vent.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2255-FF,"Brandguard Vent, Under Eave/Soffit  22"" x 5.5"" Front Flange                                                             ",7019,https://www.primosupply.com/images/Brandguard%20Eave-Soffit%20Vent.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2255-H,"Brandguard Vent, Under Eave/Soffit  22"" x 5.5"" Hardie Board Flange                                                      ",7020,https://www.primosupply.com/images/Brandguard%20Eave-Soffit%20Vent.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2255-PG,"Brandguard Vent, Under Eave/Soffit 22"" x 5.5"" Plaster Ground Flange                                                     ",7021,https://www.primosupply.com/images/Brandguard%20Eave-Soffit%20Vent.jpg,https://www.primosupply.com/images/Brandguard%20Flange%20Examples.png,,,,,,,
BGV-UES2255-R,"Brandguard Vent, Under Eave/Soffit  22"" x 5.5"" Retrofit                                                                 ",7022,https://www.primosupply.com/images/Brandguard%20Eave-Soffit%20Vent.jpg,,,,,,,,
BS-T100N3,"Transfer Switch, 100A NEMA3                                                                                             ",7023,https://www.primosupply.com/images/PrimoSupply.Master%20logo.jpg,,,,,,,,
BSP-10006,Briggs & Stratton Fresh StartFuel Additive 32 oz,7024,https://www.primosupply.com/images/Additive%20front_clipped_rev_1.jpeg,https://www.primosupply.com/images/Additive%20Back_clipped_rev_1.png,,,,,,,
BSP-19389,"Tachometer, Tiny-Tach w/Hour Meter                                                                                      ",7025,https://www.primosupply.com/images/Tach_clipped_rev_1.jpeg,,,,,,,,
BSP-394358S,Inline Fuel Filter for 6.5hp Only,7026,https://www.primosupply.com/images/fuel%20filter.jpg,,,,,,,,
BSP-491055S,"Spark Plug, 9hp                                                                                                         ",7027,https://www.primosupply.com/images/BSP-491055S_clipped_rev_1.jpeg,https://www.primosupply.com/images/BSP-491055S%20bagged_clipped_rev_1.jpeg,https://www.primosupply.com/images/BSP-491055S_clipped_rev_1.jpeg,,,,,,
BSP-491435S,"Filter, Pre-Cleaner 201317                                                                                              ",7028,https://www.primosupply.com/images/491435s.jpg,,,,,,,,
BSP-491588S,"Filter, A/C Catridge 201317                                                                                             ",7029,https://www.primosupply.com/images/201317.jpg,,,,,,,,
BSP-498718,High Altitude Carburetor Nozzle for 13hp Only,7030,https://www.primosupply.com/images/Briggs__and__Stratton-logo-1E364B6BE5-seeklogo.com.png,,,,,,,,
BSP-5041K,"Fuel Additive, 4.2 oz. B&S Fresh Start                                                                                  ",7031,https://www.primosupply.com/images/bs-5041K.jpg,,,,,,,,
BSP-595153,"Strainer, Fuel Bowl                                                                                                     ",7032,https://www.primosupply.com/images/BSP-595153.jpg,,,,,,,,
BSP-710070,"Bowl, Fuel Filter (B&S VG)                                                                                              ",7033,https://www.primosupply.com/images/BSP-710070.jpg,,,,,,,,
BSP-710072,"O-Ring, Fuel Filter Bowl (B&S VG)                                                                                       ",7034,https://www.primosupply.com/images/BSP-710072.jpg,,,,,,,,
BSP-710266,"Filter, Air Cleaner Cartridge (9hp B&S VG)                                                                              ",7035,https://www.primosupply.com/images/BSP-710266%20mesh_clipped_rev_1.jpeg,https://www.primosupply.com/images/BSP-710266_clipped_rev_1.jpeg,,,,,,,
BSP-710268,"Filter, Pre Cleaner (9hp B&S VG)                                                                                        ",7036,https://www.primosupply.com/images/BSP-710268.jpg,,,,,,,,
BSP-715159,"Float Bowl, Carburetor                                                                                                  ",7037,https://www.primosupply.com/images/Briggs__and__Stratton-logo-1E364B6BE5-seeklogo.com.png,,,,,,,,
BSP-715491,"Spark Arrestor, B&S 9hp Vanguard Engine                                                                                 ",7038,https://www.primosupply.com/images/BSP-715491%20bagged.jpg,https://www.primosupply.com/images/BSP-715491%20item%20detail.jpg,,,,,,,
BSP-715901,Fuel Shut Off Valve Assy,7039,https://www.primosupply.com/images/BSP-715901.jpg,,,,,,,,
BSP-792917,Fuel Tank Neck Filter for 6.5hp Only,7040,https://www.primosupply.com/images/Briggs__and__Stratton-logo-1E364B6BE5-seeklogo.com.png,,,,,,,,
BSP-793985,Spark Arrestor for 6.5hp Only,7041,https://www.primosupply.com/images/BSP-793985.jpg,,,,,,,,
BSP-794641,Fuel Tank Cap for 6.5hp,7042,https://www.primosupply.com/images/BSP-794641.jpg,,,,,,,,
BSP-796399,Spark Arrestor,7043,https://www.primosupply.com/images/Arrestor%20rear_clipped_rev_1%20(1).jpeg,,,,,,,,
BSP-797032,Air Filter for 10hp Only,7044,https://www.primosupply.com/images/BSP-797032.jpg,,,,,,,,
BSP-797033,Air Filter 6.5hp Only,7045,https://www.primosupply.com/images/BSP-797032.jpg,,,,,,,,
